page_id,title,founder_pattern,founder_pattern_numeric,idea_pattern,idea_pattern_numeric,structural_advantage,structural_advantage_numeric,asymmetric_signal,asymmetric_signal_numeric,methods,notes
279101d8-0eba-81ae-a51f-e28a5bbb590a,Estrella del Sur,18/25,18.0,28/35,28.0,22/35,22.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8178-9014-fa2b7c88487a,coinclubs.fun,20/25,20.0,27/35,27.0,24/35,24.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81e6-8be1-f78e6029575e,Degenerate Perpetuals Market (@DegenPerpsPF),17/25,17.0,27/35,27.0,23/35,23.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8173-8e97-cf35e9e38a6d,Bonsai,21/25,21.0,28/35,28.0,23/35,23.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-815b-bb31-e175c429b123,Stealf,18/25,18.0,28/35,28.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8148-adc4-ce7c4b6ed36e,Wilder Robotics,17/25,17.0,26/35,26.0,21/35,21.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81de-9427-dd3ef4b598a8,Galaxea,A4轮及A5轮融资,-1.0,R1 Pro,-1.0,$100M,-1.0,1亿,-1.0,founder_pattern:llm_fallback; idea_pattern:llm_fallback; structural_advantage:llm_fallback; asymmetric_signal:llm_fallback,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-8125-9107-ca6edcde643a,Kanaya_ai,20/25,20.0,32/35,32.0,28/35,28.0,5/5,5.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81f3-9b3c-dec173500cf7,For The World (ETHForTheWorld),,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-81c6-be33-e0c6a4c08107,Polywrapped,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-813a-b7e8-c74676437c26,Respawn,22/25,22.0,30/35,30.0,28/35,28.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8112-ac14-e11428804884,texture (@TextureLounge),19/25,19.0,29/35,29.0,25/35,25.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-818d-bc4a-eba307e0c1f2,4Wall AI / @RLenvs,21/25,21.0,29/35,29.0,28/35,28.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81df-b551-feee624311d3,UBIDECO Labs,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-819e-86f9-c4e5c57a5682,Macroscope,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-81bd-bd66-cbb12ffdb517,Asternaut Trading Bot,19/25,19.0,26/35,26.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-812a-9020-fa698d4e5037,Bands,20/25,20.0,29/35,29.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8118-b515-cd0422204242,Airterminal,22/25,22.0,28/35,28.0,27/35,27.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81bc-b347-c6045e6baae6,Dope Cards,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-8124-bb49-f78b24fa6508,Generated Assets,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-8126-8342-f9e97c2db837,CaseTutor,17/25,17.0,22/35,22.0,19/35,19.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-815a-8cb5-ea99bbbf53c4,Luly,20/25,20.0,27/35,27.0,26/35,26.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8130-acb8-d9db30253b4c,AuraHound AI (AH AI),17/25,17.0,22/35,22.0,21/35,21.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-814b-8234-fbb330f0787c,LARP (playlarp),21/25,21.0,28/35,28.0,24/35,24.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81f7-b583-ee88286bdab1,vortex,"May 12, 2025",-1.0,"100x random access, 10–20x scans, 5x writes (project marketing).",-1.0,,-1.0,,-1.0,founder_pattern:llm_fallback; idea_pattern:llm_fallback,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-8164-a391-ed267c1527a1,Pitlane Ops,21/25,21.0,29/35,29.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81b3-b138-d5a85a292629,cobuild,21/25,21.0,29/35,29.0,26/35,26.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81e3-b415-d4b1cc67e27f,Anannas AI (@anannas_ai),,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-8173-aa4c-dffc9aa270c0,AuditHub,20/25,20.0,30/35,30.0,28/35,28.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81b2-bf6b-d877bd3855dc,Pennysia,22/25,22.0,29/35,29.0,28/35,28.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81a0-be52-da6d0e36777f,Flow (@flow_onbase),15/25,15.0,24/35,24.0,20/35,20.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81b5-911a-e22292fbb5eb,Mirror AI,16/25,16.0,27/35,27.0,23/35,23.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8142-8118-f9d3d30fdae1,Native Markets,21/25,21.0,29/35,29.0,27/35,27.0,5/5,5.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-811a-b374-ee24dd8c2e41,Ozyra Project,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-810c-b46a-c9c4611e98ba,White Circle,21/25,21.0,29/35,29.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-812b-8421-f401bee4f49e,fey ( @feyprotocol ),20/25,20.0,29/35,29.0,23/35,23.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-810a-bc2a-d59cd7efbe76,betxplain,16/25,16.0,23/35,23.0,21/35,21.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81b8-98eb-d89fd99389db,ZIGScan.org,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-81e2-b4dc-df612b85fec4,Whisper,18/25,18.0,28/35,28.0,27/35,27.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-812a-bff1-e92b3d7719b7,perminal (@useperminal),18/25,18.0,27/35,27.0,19/35,19.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8100-8124-d34cf671fa23,Etamurho,20/25,20.0,31/35,31.0,24/35,24.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81c5-ae51-e402497f4a27,Vecno Foundation,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-818e-8a91-f9d22098d82a,Phia,,-1.0,10x,-1.0,,-1.0,"500K; 5,000+",-1.0,idea_pattern:llm_fallback; asymmetric_signal:llm_fallback,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-814f-a7d6-c57939d84f9c,ggbots.ai,20/25,20.0,27/35,27.0,23/35,23.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8158-8726-c7681d559f9f,Roba_Labs,17/25,17.0,23/35,23.0,20/35,20.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81f6-abce-f9a6a3efea15,TetherIA.ai,21/25,21.0,28/35,28.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81d1-b7e8-dc3e7b085fb4,Abyss Robotics,18/25,18.0,28/35,28.0,26/35,26.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8111-ac2b-d2e200ef592f,Elevado,19/25,19.0,31/35,31.0,27/35,27.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81ee-8bde-e007e48a81f1,Inject Magic,21/25,21.0,28/35,28.0,26/35,26.0,5/5,5.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81e5-bfe3-f249ecc1784e,CXC10_Official,,-1.0,10,-1.0,$41M,-1.0,$7M,-1.0,idea_pattern:llm_fallback; structural_advantage:llm_fallback; asymmetric_signal:llm_fallback,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-8195-97cb-f92c03603e9b,BrainGrid AI,22/25,22.0,29/35,29.0,26/35,26.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81c4-ae74-dbce739dc9a2,FOOM!,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-81da-9810-ce703a7375b0,ZeroStack (FLGC),,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-81d8-b831-d8a19454abbd,"WormPredict (""Worm"")",19/25,19.0,28/35,28.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-811d-b10d-c83d91f78d0c,Ethertower,17/25,17.0,27/35,27.0,22/35,22.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8139-9662-f65313ff9670,Asteron,16/25,16.0,24/35,24.0,21/35,21.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8170-91e6-f7e3f909bec6,Bead AI,19/25,19.0,27/35,27.0,26/35,26.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-810e-a6f7-c31b6931bac4,Funance,16/25,16.0,22/35,22.0,23/35,23.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-818b-b9cb-c01be31e2a8e,Tenex Subnet 67 (SN67),20/25,20.0,27/35,27.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-816e-b019-e7f5b9db349e,Tessera Lab (@Tessera_PE),17/25,17.0,27/35,27.0,22/35,22.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81fb-9d67-c96d8f34255c,futs,16/25,16.0,24/7,24.0,26/35,26.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_global; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81f2-9531-d7d2021ece37,Jetstream Markets,17/25,17.0,24/35,24.0,22/35,22.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-813d-a51a-e7f849e4df83,Tetra Dynamics,22/25,22.0,28/35,28.0,27/35,27.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-818d-b8b1-c6a7ecccc28e,Auto Nomos,17/25,17.0,28/35,28.0,25/35,25.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8142-b358-df3d60b0de38,SolYields,16/25,16.0,27/35,27.0,16/25,16.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_global; asymmetric_signal:regex_structured,
279101d8-0eba-8187-ba42-dbf454442cd7,Quasar,16/25,16.0,24/35,24.0,16/25,16.0,16/25,16.0,founder_pattern:regex_global; idea_pattern:regex_structured; structural_advantage:regex_global; asymmetric_signal:regex_global,
279101d8-0eba-8186-aad9-d8a8193908b3,PortrAI Identity,20/25,20.0,28/35,28.0,22/35,22.0,1/5,1.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8188-bb43-eff5fb60ef50,juku.network,16/25,16.0,27/35,27.0,23/35,23.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8186-bf2b-e18f46f34daf,Bastion,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-81ff-bc43-c66b63a7af3f,AlyraLabs,20/25,20.0,29/35,29.0,30/35,30.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8171-bea6-f0a41f46f8c5,Alloy,22/25,22.0,28/35,28.0,26/35,26.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8167-9e05-cd68cb1fb783,abstractnames.abs,16/25,16.0,24/35,24.0,22/35,22.0,1/5,1.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8143-8460-d1b40a765728,nau_finance,20/25,20.0,29/35,29.0,27/35,27.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81c7-b1bb-ec07a2da25da,Avea Robotics,20/25,20.0,28/35,28.0,20/25,20.0,20/25,20.0,founder_pattern:regex_global; idea_pattern:regex_structured; structural_advantage:regex_global; asymmetric_signal:regex_global,
279101d8-0eba-816e-b3a4-cdb1c3988c52,Unbank AI,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-81ee-b693-f5132f76fb9b,LagomChain,16/25,16.0,24/35,24.0,22/35,22.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81ce-b61f-c582ee6de37b,zKYC,20/25,20.0,27/35,27.0,25/35,25.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81fb-83d5-fa4e0985f2b5,EverLong (@foreverlong_io),16/25,16.0,24/35,24.0,22/35,22.0,1/5,1.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81eb-b11c-cce5c33773e2,Alembic,19/25,19.0,27/35,27.0,27/35,27.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81d8-b4fa-cf3b8f276b59,OFFGRID,16/25,16.0,24/35,24.0,16/25,16.0,16/25,16.0,founder_pattern:regex_global; idea_pattern:regex_structured; structural_advantage:regex_global; asymmetric_signal:regex_global,
279101d8-0eba-81d5-9b41-f34fd1693ef9,UniFi (@Unified_Finance),,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-81c4-be70-ca9f3cffb334,ArxPredict,20/25,20.0,28/35,28.0,26/35,26.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-814a-9674-d74ba5a0b721,Substrate (@getsubstrate),,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-81f2-b554-fbb099f60412,Skywalk,20/25,20.0,28/35,28.0,26/35,26.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-8189-ae2d-c2fbc32f4673,PunkPool,20/25,20.0,22/35,22.0,20/35,20.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81e3-86ae-cf58f1c87d11,DexxrLabs,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
279101d8-0eba-812a-b39e-d08f46a67774,FPV Labs,17/25,17.0,28/35,28.0,24/35,24.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-817d-8d30-cc9dceda6dd9,Dew,19/25,19.0,22/35,22.0,20/35,20.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
279101d8-0eba-81c3-a32f-d9b2d5acae48,Secondmate,19/25,19.0,25/35,25.0,20/35,20.0,2/5,2.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8150-a787-c50f4f3c5e25,Pudgy Invest,20/25,20.0,26/35,26.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-81f0-874b-f68614cc2fd1,SHIBUYA Q DAO (SQD),,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
273101d8-0eba-8126-997d-dd9e2a229040,MechaOS,20/25,20.0,31/35,31.0,26/35,26.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-81b7-89ca-de559a1f884c,Munia Protocol,20/25,20.0,28/35,28.0,26/35,26.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8193-bf7f-d72fd3504e37,Busan Web3 Game Connect,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
273101d8-0eba-8172-b5dd-d0a77484d249,Boolean,19/25,19.0,27/35,27.0,26/35,26.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-813a-8f6e-fa59b0dd301b,CHIMPANION,21/25,21.0,27/35,27.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-812c-9078-c09caaa4f716,AquaFlux,20/25,20.0,28/35,28.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-81d7-9f79-dbc57183a2a5,Jetvoy.com,16/25,16.0,24/35,24.0,21/35,21.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8117-9333-e0697cd0b311,Floot (YC S25),22/25,22.0,29/35,29.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8116-aa52-f0cda7f268f1,VeritusAi,22/25,22.0,29/35,29.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-811e-8597-c4e9cb29febd,Portföy (@Portfoy_App),19/25,19.0,24/35,24.0,22/35,22.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-81d1-a2e5-d4f0d50c3160,Pyro,20/25,20.0,28/35,28.0,27/35,27.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-81f1-821c-df1d1f437ef7,GeSIM.xyz,20/25,20.0,28/35,28.0,24/35,24.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8105-b066-ea3cf0d6995c,HyMatrix,21/25,21.0,30/35,30.0,27/35,27.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-81cb-9423-f4fed417feec,AbstractStrategy,20/25,20.0,27/35,27.0,24/35,24.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-819a-bf4e-ee56af58fd05,BiT Global,16/25,16.0,22/35,22.0,24/35,24.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8108-9b0e-d8d15eef4ac6,Nuvocargo,,-1.0,75%,75.0,$36.5M,-1.0,2025,-1.0,idea_pattern:llm_fallback; structural_advantage:llm_fallback; asymmetric_signal:llm_fallback,assigned_failure:founder_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
273101d8-0eba-8128-af18-e79e62906e64,Hashwei Foundation,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
273101d8-0eba-81ec-9654-df5c70d11f72,Agok,20/25,20.0,28/35,28.0,23/35,23.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8128-a7b9-eec39c48f383,Ghostship,21/25,21.0,27/35,27.0,22/35,22.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8146-944d-c71fc1842981,Project Mocha,20/25,20.0,27/35,27.0,26/35,26.0,4/5,4.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-8151-9dee-fc212bb3d200,Paxeer,20/25,20.0,28/35,28.0,27/35,27.0,3/5,3.0,founder_pattern:regex_structured; idea_pattern:regex_structured; structural_advantage:regex_structured; asymmetric_signal:regex_structured,
273101d8-0eba-81ae-979f-e26bf439579c,Kalshinomics,,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
273101d8-0eba-8196-b1e1-cfe3367af518,¥€$ (YesOnAvalanche),,-1.0,,-1.0,,-1.0,,-1.0,,assigned_failure:founder_pattern | assigned_failure:idea_pattern | assigned_failure:structural_advantage | assigned_failure:asymmetric_signal
